@relation control_13_1133-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-R4-9-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NumericToNominal-R2

@attribute sessionId numeric
@attribute framing {0,1,2}
@attribute whof {tv,watch,alarm,assis}
@attribute purposef {pur}
@attribute whatf {colight,cosecu,itself,cohvac,coalarm,corefri,coassis,cowash,cotv}
@attribute cstore {Locally,'Third Party Share','Remote Server'}
@attribute caction {insight,nothing,reco,opti}
@attribute decision {0,1}

@data
872,2,alarm,pur,corefri,'Third Party Share',nothing,0
873,1,watch,pur,cohvac,'Remote Server',opti,1
876,1,assis,pur,cowash,'Remote Server',nothing,1
877,1,assis,pur,coalarm,'Remote Server',insight,0
878,0,tv,pur,colight,Locally,nothing,0
879,0,watch,pur,cotv,Locally,nothing,1
880,0,alarm,pur,coalarm,Locally,insight,1
881,2,assis,pur,coalarm,'Third Party Share',insight,0
883,1,alarm,pur,cohvac,'Remote Server',reco,0
887,2,alarm,pur,cotv,'Third Party Share',opti,0
889,2,assis,pur,cohvac,'Third Party Share',nothing,1
890,0,alarm,pur,cosecu,Locally,reco,1
891,0,assis,pur,cosecu,Locally,reco,1
893,1,assis,pur,coalarm,'Remote Server',reco,1
894,2,assis,pur,cotv,'Third Party Share',reco,0
895,1,tv,pur,corefri,'Remote Server',nothing,1
896,2,alarm,pur,cotv,'Third Party Share',insight,0
898,2,assis,pur,cohvac,'Third Party Share',insight,1
899,0,assis,pur,cowash,Locally,reco,1
900,0,assis,pur,cohvac,Locally,reco,1
904,1,alarm,pur,cohvac,'Remote Server',opti,0
906,0,tv,pur,cohvac,Locally,nothing,0
908,1,watch,pur,coassis,'Remote Server',reco,1
910,0,watch,pur,coalarm,Locally,reco,1
911,2,assis,pur,coassis,'Third Party Share',nothing,1
912,1,tv,pur,cohvac,'Remote Server',opti,1
914,0,alarm,pur,cotv,Locally,nothing,0
915,1,assis,pur,cohvac,'Remote Server',reco,0
916,0,tv,pur,colight,Locally,opti,0
917,2,tv,pur,cosecu,'Third Party Share',opti,0
918,2,watch,pur,cosecu,'Third Party Share',opti,0
919,2,tv,pur,cosecu,'Third Party Share',insight,0
920,2,alarm,pur,coassis,'Third Party Share',opti,1
921,0,alarm,pur,coalarm,Locally,nothing,0
922,1,tv,pur,corefri,'Remote Server',reco,0
926,1,tv,pur,coalarm,'Remote Server',opti,0
929,1,alarm,pur,corefri,'Remote Server',nothing,0
931,0,watch,pur,colight,Locally,opti,0
932,1,watch,pur,colight,'Remote Server',reco,1
933,0,alarm,pur,cosecu,Locally,insight,0
934,1,tv,pur,cowash,'Remote Server',nothing,0
936,0,assis,pur,coalarm,Locally,nothing,1
937,1,tv,pur,cowash,'Remote Server',opti,0
938,2,watch,pur,colight,'Third Party Share',nothing,0
940,2,assis,pur,cowash,'Third Party Share',insight,0
942,0,watch,pur,cohvac,Locally,reco,1
943,2,watch,pur,cosecu,'Third Party Share',reco,0
945,1,alarm,pur,colight,'Remote Server',opti,1
949,0,tv,pur,cotv,Locally,insight,1
950,1,assis,pur,corefri,'Remote Server',nothing,1
952,0,tv,pur,coassis,Locally,opti,1
959,1,tv,pur,coalarm,'Remote Server',opti,1
961,1,assis,pur,coalarm,'Remote Server',opti,1
962,0,assis,pur,corefri,Locally,opti,1
964,0,assis,pur,colight,Locally,opti,1
966,1,assis,pur,corefri,'Remote Server',reco,0
968,2,watch,pur,coalarm,'Third Party Share',reco,0
970,1,tv,pur,cohvac,'Remote Server',reco,1
972,1,watch,pur,cohvac,'Remote Server',opti,1
976,2,alarm,pur,coalarm,'Third Party Share',insight,1
977,1,assis,pur,cotv,'Remote Server',opti,0
979,2,assis,pur,coalarm,'Third Party Share',reco,1
981,0,assis,pur,corefri,Locally,nothing,1
983,2,alarm,pur,coassis,'Third Party Share',nothing,0
985,1,assis,pur,cowash,'Remote Server',nothing,1
996,2,watch,pur,itself,'Third Party Share',insight,1
987,0,assis,pur,cowash,Locally,reco,1
988,1,watch,pur,corefri,'Remote Server',nothing,1
989,2,tv,pur,coalarm,'Third Party Share',opti,0
990,2,alarm,pur,cosecu,'Third Party Share',opti,0
992,0,watch,pur,cosecu,Locally,insight,1
993,0,watch,pur,cohvac,Locally,nothing,1
1030,1,tv,pur,cohvac,'Remote Server',nothing,0
995,2,assis,pur,cowash,'Third Party Share',insight,0
1119,2,tv,pur,coalarm,'Third Party Share',reco,0
997,1,alarm,pur,cotv,'Remote Server',opti,1
1024,2,watch,pur,cotv,'Third Party Share',insight,0
998,0,assis,pur,corefri,Locally,insight,1
1000,1,watch,pur,coalarm,'Remote Server',reco,0
1001,2,tv,pur,corefri,'Third Party Share',opti,0
1002,2,tv,pur,cotv,'Third Party Share',opti,1
1003,1,watch,pur,itself,'Remote Server',reco,0
1004,0,assis,pur,corefri,Locally,nothing,1
1008,0,watch,pur,coalarm,Locally,reco,1
1011,2,alarm,pur,corefri,'Third Party Share',nothing,0
1014,2,assis,pur,coalarm,'Third Party Share',nothing,0
1016,0,watch,pur,coassis,Locally,insight,1
1017,0,assis,pur,cowash,Locally,insight,1
1018,2,watch,pur,cosecu,'Third Party Share',reco,0
1019,0,alarm,pur,cosecu,Locally,nothing,0
1020,0,assis,pur,coassis,Locally,reco,0
1021,2,alarm,pur,cowash,'Third Party Share',reco,0
1023,2,assis,pur,corefri,'Third Party Share',nothing,0
1027,2,assis,pur,cotv,'Third Party Share',nothing,0
1028,0,watch,pur,cosecu,Locally,insight,1
1032,0,assis,pur,coassis,Locally,insight,1
1033,1,watch,pur,cotv,'Remote Server',insight,0
1034,2,tv,pur,cotv,'Third Party Share',insight,0
1035,0,tv,pur,cohvac,Locally,nothing,1
1036,2,alarm,pur,coalarm,'Third Party Share',nothing,1
1038,0,watch,pur,colight,Locally,nothing,1
1040,2,watch,pur,coalarm,'Third Party Share',nothing,0
1041,2,tv,pur,coassis,'Third Party Share',insight,0
1046,1,watch,pur,corefri,'Remote Server',opti,0
1079,2,alarm,pur,cohvac,'Third Party Share',opti,0
1047,2,alarm,pur,cosecu,'Third Party Share',insight,0
1050,1,assis,pur,coassis,'Remote Server',reco,1
1051,1,tv,pur,corefri,'Remote Server',opti,1
1053,0,tv,pur,colight,Locally,insight,1
1055,2,watch,pur,coalarm,'Third Party Share',insight,0
1056,2,assis,pur,coassis,'Third Party Share',opti,0
1058,0,tv,pur,cowash,Locally,nothing,1
1059,2,assis,pur,cotv,'Third Party Share',reco,0
1066,0,watch,pur,corefri,Locally,nothing,1
1068,2,assis,pur,cosecu,'Third Party Share',reco,0
1069,1,assis,pur,cotv,'Remote Server',nothing,0
1071,2,alarm,pur,colight,'Third Party Share',insight,0
1074,1,watch,pur,coassis,'Remote Server',opti,1
1083,2,tv,pur,corefri,'Third Party Share',reco,0
1086,1,tv,pur,cohvac,'Remote Server',opti,1
1087,1,tv,pur,coalarm,'Remote Server',insight,1
1088,1,assis,pur,cohvac,'Remote Server',nothing,0
1089,1,watch,pur,cosecu,'Remote Server',opti,1
1090,2,watch,pur,cotv,'Third Party Share',opti,0
1096,0,watch,pur,coassis,Locally,reco,1
1098,0,watch,pur,coassis,Locally,opti,1
1099,0,tv,pur,cohvac,Locally,opti,1
1124,0,alarm,pur,cowash,Locally,nothing,1
1102,2,watch,pur,cohvac,'Third Party Share',nothing,0
1104,2,assis,pur,cosecu,'Third Party Share',reco,0
1107,2,alarm,pur,cohvac,'Third Party Share',nothing,0
1108,0,assis,pur,corefri,Locally,insight,0
1110,0,alarm,pur,cohvac,Locally,opti,1
1150,0,alarm,pur,coalarm,Locally,nothing,1
1113,2,watch,pur,corefri,'Third Party Share',reco,0
1114,0,assis,pur,cowash,Locally,insight,1
1115,1,tv,pur,cosecu,'Remote Server',reco,0
1116,0,alarm,pur,corefri,Locally,nothing,0
1117,1,assis,pur,coalarm,'Remote Server',opti,1
1118,2,assis,pur,cohvac,'Third Party Share',reco,1
1120,1,assis,pur,cosecu,'Remote Server',nothing,1
1121,2,assis,pur,cotv,'Third Party Share',nothing,0
1123,2,alarm,pur,coassis,'Third Party Share',opti,0
1125,0,tv,pur,cowash,Locally,opti,1
1128,1,alarm,pur,colight,'Remote Server',nothing,1
1129,0,tv,pur,cotv,Locally,nothing,0
1130,1,watch,pur,corefri,'Remote Server',insight,0
1132,1,assis,pur,colight,'Remote Server',nothing,0
1134,0,tv,pur,coassis,Locally,opti,1
1136,0,assis,pur,cohvac,Locally,reco,1
1137,1,watch,pur,coassis,'Remote Server',opti,1
1138,2,alarm,pur,cowash,'Third Party Share',opti,0
1139,0,watch,pur,coalarm,Locally,insight,1
1141,2,watch,pur,cohvac,'Third Party Share',nothing,0
1143,2,tv,pur,cowash,'Third Party Share',opti,1
1144,0,watch,pur,cotv,Locally,reco,1
1145,1,assis,pur,cotv,'Remote Server',reco,0
1146,2,watch,pur,cohvac,'Third Party Share',reco,1
1148,2,assis,pur,cowash,'Third Party Share',nothing,0
1153,1,assis,pur,cohvac,'Remote Server',insight,0
1155,2,tv,pur,coassis,'Third Party Share',insight,1
1157,1,alarm,pur,colight,'Remote Server',opti,1
1159,0,watch,pur,itself,Locally,nothing,0
1161,2,assis,pur,coassis,'Third Party Share',opti,0
1162,1,assis,pur,cohvac,'Remote Server',insight,0
1178,2,alarm,pur,cotv,'Third Party Share',nothing,0
1170,2,watch,pur,corefri,'Third Party Share',insight,0
1163,0,watch,pur,coalarm,Locally,opti,1
1164,1,assis,pur,cohvac,'Remote Server',nothing,1
1165,1,tv,pur,coalarm,'Remote Server',nothing,1
1166,0,alarm,pur,cowash,Locally,reco,1
1172,2,assis,pur,colight,'Third Party Share',insight,1
1187,0,tv,pur,cohvac,Locally,opti,1
1180,2,assis,pur,corefri,'Third Party Share',nothing,1
1181,0,tv,pur,cowash,Locally,insight,1
1182,0,alarm,pur,cotv,Locally,reco,1
1185,0,alarm,pur,colight,Locally,nothing,1
1186,0,alarm,pur,colight,Locally,reco,1
1191,1,tv,pur,coassis,'Remote Server',nothing,1
1197,1,assis,pur,cowash,'Remote Server',reco,1
1200,2,alarm,pur,cohvac,'Third Party Share',insight,0
1201,1,tv,pur,coassis,'Remote Server',opti,1
1204,1,watch,pur,cohvac,'Remote Server',insight,1
1211,2,alarm,pur,coassis,'Third Party Share',insight,0
1212,0,watch,pur,itself,Locally,reco,1
1213,2,watch,pur,cosecu,'Third Party Share',insight,0
1214,0,tv,pur,cosecu,Locally,opti,1
1215,0,assis,pur,cohvac,Locally,opti,1
1217,1,assis,pur,corefri,'Remote Server',nothing,1
1218,0,tv,pur,corefri,Locally,reco,1
1219,2,assis,pur,cowash,'Third Party Share',reco,0
1220,2,watch,pur,cosecu,'Third Party Share',nothing,1
1221,2,assis,pur,cowash,'Third Party Share',reco,0
1223,2,watch,pur,colight,'Third Party Share',nothing,0
1230,2,tv,pur,cotv,'Third Party Share',opti,1
1231,2,alarm,pur,cosecu,'Third Party Share',insight,0
1232,2,assis,pur,coassis,'Third Party Share',insight,0
1234,2,watch,pur,coassis,'Third Party Share',insight,0
1235,0,assis,pur,coassis,Locally,opti,1
1241,0,tv,pur,cotv,Locally,reco,0
1242,2,watch,pur,coalarm,'Third Party Share',reco,0
1243,2,tv,pur,cowash,'Third Party Share',nothing,0
1244,1,watch,pur,cohvac,'Remote Server',reco,1
1246,1,watch,pur,corefri,'Remote Server',reco,0
1247,2,tv,pur,coalarm,'Third Party Share',insight,0
1253,0,alarm,pur,cotv,Locally,insight,1
1256,2,tv,pur,coalarm,'Third Party Share',reco,0
1257,0,tv,pur,coalarm,Locally,opti,1
1258,1,assis,pur,colight,'Remote Server',insight,1
1259,1,watch,pur,cohvac,'Remote Server',nothing,1
1260,1,alarm,pur,cowash,'Remote Server',nothing,0
1267,0,alarm,pur,colight,Locally,insight,1
1269,0,alarm,pur,cosecu,Locally,opti,1
1270,1,alarm,pur,cowash,'Remote Server',opti,1
1271,2,assis,pur,corefri,'Third Party Share',insight,0
1272,0,watch,pur,cosecu,Locally,insight,1
1273,2,tv,pur,cowash,'Third Party Share',reco,0
1274,2,tv,pur,colight,'Third Party Share',nothing,0
1277,1,assis,pur,corefri,'Remote Server',opti,1
1283,2,tv,pur,colight,'Third Party Share',opti,0
1284,1,tv,pur,coassis,'Remote Server',insight,1
1286,1,alarm,pur,cosecu,'Remote Server',insight,0
1288,2,watch,pur,coalarm,'Third Party Share',nothing,1
1289,2,assis,pur,cotv,'Third Party Share',nothing,1
1291,0,alarm,pur,cosecu,Locally,opti,1
1293,2,assis,pur,cosecu,'Third Party Share',opti,0
1296,2,watch,pur,cotv,'Third Party Share',reco,0
1297,0,assis,pur,coassis,Locally,nothing,0
1299,0,assis,pur,colight,Locally,opti,1
1301,2,watch,pur,cohvac,'Third Party Share',opti,1
1302,2,alarm,pur,cohvac,'Third Party Share',insight,0
1306,1,tv,pur,coassis,'Remote Server',opti,0
1307,2,watch,pur,cotv,'Third Party Share',reco,0
1309,2,alarm,pur,coassis,'Third Party Share',reco,1
1310,2,tv,pur,cowash,'Third Party Share',reco,0
1311,2,alarm,pur,colight,'Third Party Share',insight,1
1312,2,alarm,pur,cosecu,'Third Party Share',reco,0
1313,0,tv,pur,coalarm,Locally,insight,1
1315,1,assis,pur,cotv,'Remote Server',insight,1
1317,2,alarm,pur,coassis,'Third Party Share',insight,0
1318,2,assis,pur,cowash,'Third Party Share',opti,0
1319,0,alarm,pur,cotv,Locally,reco,1
1320,0,assis,pur,coalarm,Locally,reco,1
1322,1,alarm,pur,coalarm,'Remote Server',reco,0
1323,1,tv,pur,colight,'Remote Server',reco,1
1325,1,watch,pur,cosecu,'Remote Server',nothing,1
1327,0,watch,pur,coassis,Locally,opti,1
1329,0,tv,pur,coassis,Locally,reco,1
1332,2,alarm,pur,coalarm,'Third Party Share',insight,0
1333,2,alarm,pur,colight,'Third Party Share',opti,0
1334,0,tv,pur,corefri,Locally,insight,1
1335,2,alarm,pur,cotv,'Third Party Share',opti,0
1336,2,assis,pur,colight,'Third Party Share',insight,0
1337,1,assis,pur,cosecu,'Remote Server',insight,1
1339,0,watch,pur,corefri,Locally,opti,1
1340,1,alarm,pur,corefri,'Remote Server',nothing,0
1341,2,watch,pur,corefri,'Third Party Share',insight,0
1342,0,tv,pur,cosecu,Locally,opti,0
1343,1,assis,pur,colight,'Remote Server',opti,1
1345,2,assis,pur,cotv,'Third Party Share',opti,1
1347,2,assis,pur,cowash,'Third Party Share',opti,1
1348,0,alarm,pur,cowash,Locally,opti,0
1349,1,alarm,pur,coassis,'Remote Server',nothing,1
1350,1,tv,pur,cowash,'Remote Server',opti,0
1351,1,assis,pur,cotv,'Remote Server',nothing,1
1352,2,alarm,pur,corefri,'Third Party Share',insight,0
1353,1,assis,pur,cohvac,'Remote Server',opti,1
1355,0,alarm,pur,colight,Locally,insight,1
1356,0,watch,pur,coalarm,Locally,reco,0
1357,0,assis,pur,coassis,Locally,opti,0
1359,2,watch,pur,coalarm,'Third Party Share',insight,1
1360,1,assis,pur,coassis,'Remote Server',insight,0
1361,0,alarm,pur,cowash,Locally,insight,1
1363,2,tv,pur,cosecu,'Third Party Share',nothing,0
1364,2,assis,pur,cowash,'Third Party Share',insight,0
1365,2,tv,pur,cotv,'Third Party Share',reco,1
1366,0,watch,pur,itself,Locally,opti,1
1371,2,assis,pur,colight,'Third Party Share',insight,0
1372,2,assis,pur,colight,'Third Party Share',reco,0
1375,1,watch,pur,cosecu,'Remote Server',reco,1
1376,1,tv,pur,coassis,'Remote Server',insight,0
1377,2,alarm,pur,coassis,'Third Party Share',nothing,0
1378,1,tv,pur,coassis,'Remote Server',reco,1
1379,0,watch,pur,coalarm,Locally,nothing,1
1382,2,tv,pur,corefri,'Third Party Share',nothing,1
1386,2,watch,pur,coalarm,'Third Party Share',reco,1
1388,0,assis,pur,cotv,Locally,insight,1
1389,0,assis,pur,cotv,Locally,insight,1
1390,2,watch,pur,coassis,'Third Party Share',nothing,0
1391,1,alarm,pur,cosecu,'Remote Server',insight,1
1392,2,watch,pur,cosecu,'Third Party Share',nothing,0
1393,0,assis,pur,cohvac,Locally,opti,1
1394,0,tv,pur,coalarm,Locally,opti,0
1399,2,tv,pur,corefri,'Third Party Share',nothing,0
1403,1,tv,pur,cosecu,'Remote Server',nothing,0
1404,0,assis,pur,corefri,Locally,nothing,1
1406,1,watch,pur,corefri,'Remote Server',reco,0
1407,0,tv,pur,coalarm,Locally,reco,1
1409,0,watch,pur,colight,Locally,reco,0
1410,2,tv,pur,cotv,'Third Party Share',nothing,0
1412,1,tv,pur,cohvac,'Remote Server',reco,1
1413,1,watch,pur,itself,'Remote Server',insight,1
1414,0,tv,pur,cotv,Locally,opti,0
1416,0,watch,pur,itself,Locally,opti,1
1417,0,alarm,pur,coassis,Locally,reco,0
1420,2,alarm,pur,corefri,'Third Party Share',nothing,0
1422,2,tv,pur,coalarm,'Third Party Share',nothing,0
1423,2,watch,pur,coalarm,'Third Party Share',opti,1
1424,1,assis,pur,cotv,'Remote Server',reco,0
1426,1,assis,pur,cosecu,'Remote Server',reco,0
1429,2,watch,pur,cohvac,'Third Party Share',insight,0
1430,0,assis,pur,colight,Locally,insight,0
1433,2,assis,pur,colight,'Third Party Share',nothing,0
1435,0,alarm,pur,corefri,Locally,nothing,1
1437,1,alarm,pur,cosecu,'Remote Server',nothing,0
1438,0,alarm,pur,cohvac,Locally,nothing,1
1439,2,watch,pur,colight,'Third Party Share',nothing,1
1442,0,assis,pur,coassis,Locally,reco,1
1444,2,assis,pur,cowash,'Third Party Share',nothing,1
1446,1,tv,pur,coalarm,'Remote Server',reco,1
1448,1,watch,pur,coassis,'Remote Server',reco,0
1449,0,tv,pur,cowash,Locally,reco,1
1450,2,watch,pur,coassis,'Third Party Share',reco,1
1452,0,assis,pur,cohvac,Locally,nothing,1
1457,1,watch,pur,cohvac,'Remote Server',insight,0
1458,2,alarm,pur,cosecu,'Third Party Share',opti,1
1461,1,tv,pur,cohvac,'Remote Server',reco,1
1465,0,assis,pur,cowash,Locally,nothing,0
1467,2,alarm,pur,coalarm,'Third Party Share',reco,0
1468,2,tv,pur,coassis,'Third Party Share',opti,0
1470,1,assis,pur,colight,'Remote Server',insight,1
1471,2,tv,pur,cowash,'Third Party Share',insight,0
1474,0,tv,pur,corefri,Locally,reco,0
1475,2,watch,pur,coalarm,'Third Party Share',opti,0
1476,1,alarm,pur,corefri,'Remote Server',opti,0
1477,2,alarm,pur,corefri,'Third Party Share',insight,0
1478,1,watch,pur,cosecu,'Remote Server',opti,1
1479,2,assis,pur,cowash,'Third Party Share',nothing,1
1484,1,tv,pur,cosecu,'Remote Server',opti,1
1485,2,assis,pur,colight,'Third Party Share',reco,1
1505,0,alarm,pur,corefri,Locally,insight,0
1486,1,watch,pur,coassis,'Remote Server',nothing,0
1487,2,alarm,pur,coalarm,'Third Party Share',nothing,1
1488,0,watch,pur,corefri,Locally,insight,1
1489,2,watch,pur,coalarm,'Third Party Share',insight,0
1516,1,tv,pur,coalarm,'Remote Server',insight,0
1490,0,watch,pur,colight,Locally,opti,1
1492,0,watch,pur,itself,Locally,reco,1
1493,1,watch,pur,coalarm,'Remote Server',insight,1
1494,0,watch,pur,corefri,Locally,reco,1
1495,0,watch,pur,coalarm,Locally,opti,1
1528,1,alarm,pur,coalarm,'Remote Server',insight,1
1497,0,alarm,pur,cotv,Locally,opti,0
1499,1,alarm,pur,coassis,'Remote Server',insight,1
1559,1,alarm,pur,colight,'Remote Server',insight,0
1500,2,tv,pur,cowash,'Third Party Share',nothing,0
1501,1,assis,pur,cohvac,'Remote Server',nothing,0
1503,0,assis,pur,cohvac,Locally,opti,1
1504,0,tv,pur,coalarm,Locally,opti,0
1506,2,tv,pur,corefri,'Third Party Share',insight,0
1508,2,assis,pur,coassis,'Third Party Share',nothing,1
1509,2,tv,pur,coalarm,'Third Party Share',insight,0
1510,1,watch,pur,coassis,'Remote Server',nothing,1
1512,1,tv,pur,cosecu,'Remote Server',reco,1
1513,1,tv,pur,cotv,'Remote Server',reco,1
1515,2,alarm,pur,coalarm,'Third Party Share',reco,0
1551,2,alarm,pur,colight,'Third Party Share',insight,0
1518,2,watch,pur,cohvac,'Third Party Share',reco,0
1542,2,alarm,pur,cowash,'Third Party Share',reco,1
1522,2,watch,pur,corefri,'Third Party Share',opti,1
1523,0,watch,pur,corefri,Locally,insight,0
1613,1,watch,pur,coalarm,'Remote Server',nothing,1
1525,0,alarm,pur,cosecu,Locally,nothing,1
1526,0,tv,pur,coalarm,Locally,nothing,0
1527,0,watch,pur,cotv,Locally,opti,1
1529,2,alarm,pur,cotv,'Third Party Share',reco,0
1530,1,watch,pur,coalarm,'Remote Server',opti,1
1531,2,tv,pur,cosecu,'Third Party Share',opti,0
1589,1,tv,pur,cotv,'Remote Server',opti,1
1533,1,watch,pur,corefri,'Remote Server',insight,1
1534,1,watch,pur,cohvac,'Remote Server',reco,1
1535,2,alarm,pur,cosecu,'Third Party Share',nothing,0
1536,1,tv,pur,cotv,'Remote Server',nothing,0
1537,1,tv,pur,colight,'Remote Server',opti,1
1539,1,tv,pur,coalarm,'Remote Server',opti,1
1569,0,watch,pur,colight,Locally,nothing,1
1541,2,watch,pur,coassis,'Third Party Share',nothing,1
1545,2,alarm,pur,corefri,'Third Party Share',reco,0
1546,0,tv,pur,cohvac,Locally,insight,1
1549,2,alarm,pur,coassis,'Third Party Share',insight,0
1623,1,assis,pur,corefri,'Remote Server',insight,0
1550,2,assis,pur,cowash,'Third Party Share',opti,0
1552,0,alarm,pur,cowash,Locally,insight,1
1553,2,alarm,pur,cowash,'Third Party Share',nothing,0
1554,2,watch,pur,corefri,'Third Party Share',nothing,0
1556,1,alarm,pur,coalarm,'Remote Server',reco,0
1557,0,alarm,pur,cowash,Locally,opti,1
1563,2,tv,pur,corefri,'Third Party Share',reco,1
1564,1,tv,pur,colight,'Remote Server',reco,0
1565,2,tv,pur,coalarm,'Third Party Share',opti,0
1568,1,tv,pur,cotv,'Remote Server',insight,0
1615,0,assis,pur,cosecu,Locally,opti,1
1570,2,assis,pur,cosecu,'Third Party Share',opti,1
1571,0,alarm,pur,cosecu,Locally,reco,1
1573,0,assis,pur,cotv,Locally,opti,1
1574,1,alarm,pur,colight,'Remote Server',opti,1
1576,1,assis,pur,coalarm,'Remote Server',reco,1
1577,0,alarm,pur,cowash,Locally,nothing,1
1578,0,assis,pur,colight,Locally,nothing,1
1580,1,alarm,pur,coassis,'Remote Server',reco,0
1581,1,tv,pur,cohvac,'Remote Server',insight,1
1582,2,alarm,pur,cosecu,'Third Party Share',insight,0
1583,2,tv,pur,coassis,'Third Party Share',opti,1
1584,0,assis,pur,cosecu,Locally,insight,0
1586,2,tv,pur,colight,'Third Party Share',reco,1
1587,1,alarm,pur,colight,'Remote Server',insight,0
1592,2,tv,pur,cohvac,'Third Party Share',opti,1
1594,2,tv,pur,colight,'Third Party Share',opti,0
1597,2,assis,pur,coalarm,'Third Party Share',nothing,0
1598,2,tv,pur,colight,'Third Party Share',nothing,1
1599,2,tv,pur,cosecu,'Third Party Share',nothing,0
1602,1,tv,pur,cotv,'Remote Server',reco,1
1603,1,alarm,pur,corefri,'Remote Server',nothing,1
1611,1,assis,pur,colight,'Remote Server',insight,0
1608,1,watch,pur,colight,'Remote Server',nothing,1
1610,0,watch,pur,cotv,Locally,reco,1
1643,1,tv,pur,coalarm,'Remote Server',insight,0
1620,0,watch,pur,cosecu,Locally,nothing,1
1621,0,tv,pur,colight,Locally,reco,0
1622,2,assis,pur,cosecu,'Third Party Share',insight,0
1624,0,assis,pur,coassis,Locally,insight,1
1651,1,assis,pur,coassis,'Remote Server',insight,1
1626,1,alarm,pur,cotv,'Remote Server',reco,0
1628,1,alarm,pur,cotv,'Remote Server',reco,1
1630,0,assis,pur,corefri,Locally,reco,1
1632,0,tv,pur,cohvac,Locally,reco,0
1633,0,watch,pur,cotv,Locally,insight,0
1635,0,assis,pur,colight,Locally,insight,1
1637,0,watch,pur,itself,Locally,reco,1
1646,1,watch,pur,colight,'Remote Server',reco,1
1638,0,watch,pur,colight,Locally,reco,1
1639,2,watch,pur,colight,'Third Party Share',insight,1
1641,2,watch,pur,coassis,'Third Party Share',reco,1
1642,1,tv,pur,cowash,'Remote Server',insight,1
1645,0,assis,pur,cotv,Locally,reco,1
1648,1,tv,pur,cosecu,'Remote Server',insight,1
1650,0,watch,pur,itself,Locally,opti,1
1652,1,watch,pur,coalarm,'Remote Server',insight,0
1653,1,alarm,pur,coalarm,'Remote Server',opti,1
1654,2,tv,pur,corefri,'Third Party Share',opti,0
1655,2,assis,pur,corefri,'Third Party Share',opti,1
1656,1,alarm,pur,coalarm,'Remote Server',insight,1
1658,0,tv,pur,coassis,Locally,nothing,1
1659,2,watch,pur,cosecu,'Third Party Share',opti,0
1661,1,alarm,pur,coassis,'Remote Server',reco,0
1662,0,tv,pur,corefri,Locally,insight,1
1663,0,assis,pur,coalarm,Locally,nothing,1
1665,2,tv,pur,corefri,'Third Party Share',nothing,0
1670,2,tv,pur,cohvac,'Third Party Share',nothing,1
1671,1,assis,pur,cotv,'Remote Server',reco,1
1675,1,alarm,pur,cohvac,'Remote Server',nothing,1
1678,2,alarm,pur,cowash,'Third Party Share',nothing,0
1723,1,watch,pur,cotv,'Remote Server',nothing,1
1679,1,tv,pur,corefri,'Remote Server',nothing,1
1682,2,watch,pur,itself,'Third Party Share',insight,0
1683,2,tv,pur,corefri,'Third Party Share',reco,0
1687,1,alarm,pur,corefri,'Remote Server',reco,0
1688,0,assis,pur,cotv,Locally,opti,1
1689,1,watch,pur,coalarm,'Remote Server',insight,1
1690,2,alarm,pur,colight,'Third Party Share',nothing,0
1694,2,watch,pur,colight,'Third Party Share',opti,0
1711,2,tv,pur,cosecu,'Third Party Share',opti,1
1698,0,alarm,pur,cosecu,Locally,nothing,1
1732,0,watch,pur,coassis,Locally,insight,1
1703,2,tv,pur,coalarm,'Third Party Share',insight,1
1704,0,tv,pur,corefri,Locally,opti,0
1706,2,assis,pur,cotv,'Third Party Share',insight,1
1718,1,assis,pur,cohvac,'Remote Server',opti,0
1707,2,assis,pur,colight,'Third Party Share',opti,1
1709,2,watch,pur,cotv,'Third Party Share',nothing,0
1710,1,alarm,pur,cohvac,'Remote Server',opti,1
1712,0,tv,pur,corefri,Locally,opti,1
1714,0,tv,pur,cosecu,Locally,nothing,1
1715,0,alarm,pur,coassis,Locally,nothing,1
1716,2,assis,pur,corefri,'Third Party Share',nothing,0
1717,1,assis,pur,cowash,'Remote Server',reco,1
1719,0,watch,pur,cosecu,Locally,opti,1
1721,2,alarm,pur,cowash,'Third Party Share',insight,1
1722,1,watch,pur,itself,'Remote Server',opti,1
1726,2,alarm,pur,cowash,'Third Party Share',reco,0
1733,1,alarm,pur,cosecu,'Remote Server',reco,1
1730,1,alarm,pur,coassis,'Remote Server',opti,1
1734,2,tv,pur,corefri,'Third Party Share',insight,0
1738,1,tv,pur,coassis,'Remote Server',opti,1
1739,2,tv,pur,cotv,'Third Party Share',insight,0
1741,2,watch,pur,cohvac,'Third Party Share',insight,0
1742,2,watch,pur,itself,'Third Party Share',nothing,0
1743,1,alarm,pur,cowash,'Remote Server',opti,1
1744,2,watch,pur,itself,'Third Party Share',nothing,0
1746,2,assis,pur,cotv,'Third Party Share',insight,1
1749,0,tv,pur,cosecu,Locally,insight,1
1750,1,watch,pur,cotv,'Remote Server',insight,1
1751,1,watch,pur,itself,'Remote Server',reco,0
1752,0,watch,pur,cohvac,Locally,opti,1
1755,1,assis,pur,cotv,'Remote Server',opti,0
1756,0,assis,pur,coassis,Locally,nothing,1
1757,0,assis,pur,cosecu,Locally,insight,0
